Subtema	Surah	Ayat	Terjemahan
Pohon Zaquum	44	43	Sesungguhnya pohon zaqqum itu,
Percakapan Ahli Neraka	7	38	"Allah berfirman ""Masuklah kamu sekalian ke dalam neraka bersama umat-umat jin dan manusia yang telah terdahulu sebelum kamu. Setiap suatu umat masuk (ke dalam neraka), dia mengutuk kawannya (menyesatkannya) sehingga apabila mereka masuk semuanya berkatalah orang-orang yang masuk kemudian di antara mereka kepada orang-orang yang masuk terdahulu ""Ya Tuhan kami, mereka telah menyesatkan kami, sebab itu datangkanlah kepada mereka siksaan yang berlipat ganda dari neraka"". Allah berfirman ""Masing-masing mendapat (siksaan) yang berlipat ganda, akan tetapi kamu tidak mengetahui""."
Percakapan Ahli Neraka	7	39	"Dan berkata orang-orang yang masuk terdahulu di antara mereka kepada orang-orang yang masuk kemudian ""Kamu tidak mempunyai kelebihan sedikitpun atas kami, maka rasakanlah siksaan karena perbuatan yang telah kamu lakukan""."
Percakapan Ahli Neraka	7	44	"Dan penghuni-penghuni surga berseru kepada Penghuni-penghuni neraka (dengan mengatakan) ""Sesungguhnya kami dengan sebenarnya telah memperoleh apa yang Tuhan kami menjanjikannya kepada kami. Maka apakah kamu telah memperoleh dengan sebenarnya apa (azab) yang Tuhan kamu menjanjikannya (kepadamu)?"" Mereka (penduduk neraka) menjawab ""Betul"". Kemudian seorang penyeru (malaikat) mengumumkan di antara kedua golongan itu ""Kutukan Allah ditimpakan kepada orang-orang yang zalim,"
Percakapan Ahli Neraka	7	50	"Dan penghuni neraka menyeru penghuni surga ""Limpahkanlah kepada kami sedikit air atau makanan yang telah direzekikan Allah kepadamu"". Mereka (penghuni surga) menjawab ""Sesungguhnya Allah telah mengharamkan keduanya itu atas orang-orang kafir,"
Percakapan Ahli Neraka	23	106	"Mereka berkata ""Ya Tuhan kami, kami telah dikuasai oleh kejahatan kami, dan adalah kami orang-orang yang sesat."
Percakapan Ahli Neraka	23	107	"Ya Tuhan kami, keluarkanlah kami daripadanya (dan kembalikanlah kami ke dunia), maka jika kami kembali (juga kepada kekafiran), sesungguhnya kami adalah orang-orang yang zalim""."
Percakapan Ahli Neraka	25	13	Dan apabila mereka dilemparkan ke tempat yang sempit di neraka itu dengan dibelenggu, mereka di sana mengharapkan kebinasaan.
Percakapan Ahli Neraka	25	14	"(Akan dikatakan kepada mereka) ""Jangan kamu sekalian mengharapkan satu kebinasaan, melainkan harapkanlah kebinasaan yang banyak""."
Percakapan Ahli Neraka	26	96	Mereka berkata sedang mereka bertengkar di dalam neraka
Percakapan Ahli Neraka	26	97	"""demi Allah sungguh kita dahulu (di dunia) dalam kesesatan yang nyata,"
Percakapan Ahli Neraka	26	98	"karena kita mempersamakan kamu dengan Tuhan semesta alam""."
Percakapan Ahli Neraka	33	67	"Dan mereka berkata ""Ya Tuhan kami, sesungguhnya kami telah mentaati pemimpin-pemimpin dan pembesar-pembesar kami, lalu mereka menyesatkan kami dari jalan (yang benar)."
Percakapan Ahli Neraka	33	68	"Ya Tuhan kami, timpakanlah kepada mereka azab dua kali lipat dan kutuklah mereka dengan kutukan yang besar""."
Percakapan Ahli Neraka	35	37	"Dan mereka berteriak di dalam neraka itu ""Ya Tuhan kami, keluarkanlah kami niscaya kami akan mengerjakan amal yang saleh berlainan dengan yang telah kami kerjakan"". Dan apakah Kami tidak memanjangkan umurmu dalam masa yang cukup untuk berfikir bagi orang yang mau berfikir, dan (apakah tidak) datang kepada kamu pemberi peringatan? maka rasakanlah (azab Kami) dan tidak ada bagi orang-orang yang zalim seorang penolongpun."
Percakapan Ahli Neraka	38	59	"(Dikatakan kepada mereka) ""Ini adalah suatu rombongan (pengikut-pengikutmu) yang masuk berdesak-desak bersama kamu (ke neraka)"". (Berkata pemimpin-pemimpin mereka yang durhaka) ""Tiadalah ucapan selamat datang kepada mereka karena sesungguhnya mereka akan masuk neraka""."
Percakapan Ahli Neraka	38	60	"Pengikut-pengikut mereka menjawab ""Sebenarnya kamulah. Tiada ucapan selamat datang bagimu, karena kamulah yang menjerumuskan kami ke dalam azab, maka amat buruklah Jahannam itu sebagai tempat menetap""."
Percakapan Ahli Neraka	38	61	"Mereka berkata (lagi) ""Ya Tuhan kami barang siapa yang menjerumuskan kami ke dalam azab ini maka tambahkanlah azab kepadanya dengan berlipat ganda di dalam neraka""."
Percakapan Ahli Neraka	38	62	"Dan (orang-orang durhaka) berkata ""Mengapa kami tidak melihat orang-orang yang dahulu (di dunia) kami anggap sebagai orang-orang yang jahat (hina)."
Percakapan Ahli Neraka	38	63	"Apakah kami dahulu menjadikan mereka olok-olokan, ataukah karena mata kami tidak melihat mereka?"""
Percakapan Ahli Neraka	39	71	"Orang-orang kafir dibawa ke neraka Jahannam berombong-rombongan. Sehingga apabila mereka sampai ke neraka itu dibukakanlah pintu-pintunya dan berkatalah kepada mereka penjaga-penjaganya ""Apakah belum pernah datang kepadamu rasul-rasul di antaramu yang membacakan kepadamu ayat-ayat Tuhanmu dan memperingatkan kepadamu akan pertemuan dengan hari ini?"" Mereka menjawab ""Benar (telah datang)"". Tetapi telah pasti berlaku ketetapan azab terhadap orang-orang yang kafir."
Percakapan Ahli Neraka	40	47	"Dan (ingatlah), ketika mereka berbantah-bantah dalam neraka, maka orang-orang yang lemah berkata kepada orang-orang yang menyombongkan diri ""Sesungguhnya kami adalah pengikut-pengikutmu, maka dapatkah kamu menghindarkan dari kami sebahagian azab api neraka?"""
Percakapan Ahli Neraka	40	48	"Orang-orang yang menyombongkan diri menjawab ""Sesungguhnya kita semua sama-sama dalam neraka karena sesungguhnya Allah telah menetapkan keputusan antara hamba-hamba-(Nya)""."
Percakapan Ahli Neraka	40	49	"Dan orang-orang yang berada dalam neraka berkata kepada penjaga-penjaga neraka Jahannam ""Mohonkanlah kepada Tuhanmu supaya Dia meringankan azab dari kami barang sehari""."
Percakapan Ahli Neraka	40	50	"Penjaga Jahannam berkata ""Dan apakah belum datang kepada kamu rasul-rasulmu dengan membawa keterangan-keterangan?"" Mereka menjawab ""Benar, sudah datang"". Penjaga-penjaga Jahannam berkata ""Berdoalah kamu"". Dan doa orang-orang kafir itu hanyalah sia-sia belaka."
Percakapan Ahli Neraka	43	77	"Mereka berseru ""Hai Malik biarlah Tuhanmu membunuh kami saja"". Dia menjawab ""Kamu akan tetap tinggal (di neraka ini)""."
Percakapan Ahli Neraka	67	9	"Mereka menjawab ""Benar ada"", sesungguhnya telah datang kepada kami seorang pemberi peringatan, maka kami mendustakan(nya) dan kami katakan ""Allah tidak menurunkan sesuatupun kamu tidak lain hanyalah di dalam kesesatan yang besar""."
Percakapan Ahli Neraka	67	10	"Dan mereka berkata ""Sekiranya kami mendengarkan atau memikirkan (peringatan itu) niscaya tidaklah kami termasuk penghuni-penghuni neraka yang menyala-nyala""."
